exception_id,rule_id,record_id,sensor_id,parameter,unit,station_group,event_date,value_num,failure_reason,severity
EX003257,DQ006,15257,36,no2,µg/m³,legacy_2016,2016-02-10 02:05:00+00:00,69.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003258,DQ006,15258,36,no2,µg/m³,legacy_2016,2016-02-10 02:25:00+00:00,97.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003259,DQ006,15259,36,no2,µg/m³,legacy_2016,2016-02-10 02:45:00+00:00,134.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003260,DQ006,15260,36,no2,µg/m³,legacy_2016,2016-02-10 03:05:00+00:00,145.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003261,DQ006,15261,36,no2,µg/m³,legacy_2016,2016-02-10 03:25:00+00:00,161.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003262,DQ006,15262,36,no2,µg/m³,legacy_2016,2016-02-10 03:45:00+00:00,180.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003263,DQ006,15263,36,no2,µg/m³,legacy_2016,2016-02-10 04:05:00+00:00,180.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003264,DQ006,15264,36,no2,µg/m³,legacy_2016,2016-02-10 05:05:00+00:00,112.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003265,DQ006,15265,36,no2,µg/m³,legacy_2016,2016-02-10 05:25:00+00:00,131,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003266,DQ006,15266,36,no2,µg/m³,legacy_2016,2016-02-10 05:45:00+00:00,121.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003267,DQ006,15267,36,no2,µg/m³,legacy_2016,2016-02-10 05:55:00+00:00,113.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003268,DQ006,15268,36,no2,µg/m³,legacy_2016,2016-02-10 06:45:00+00:00,67.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003269,DQ006,15269,36,no2,µg/m³,legacy_2016,2016-02-10 08:00:00+00:00,87.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003270,DQ006,15270,36,no2,µg/m³,legacy_2016,2016-02-10 09:05:00+00:00,63,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003271,DQ006,15271,36,no2,µg/m³,legacy_2016,2016-02-10 09:25:00+00:00,56.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003272,DQ006,15272,36,no2,µg/m³,legacy_2016,2016-02-10 09:45:00+00:00,55.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003273,DQ006,15273,36,no2,µg/m³,legacy_2016,2016-02-10 10:25:00+00:00,59,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003274,DQ006,15274,36,no2,µg/m³,legacy_2016,2016-02-10 10:45:00+00:00,82.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003275,DQ006,15275,36,no2,µg/m³,legacy_2016,2016-02-10 11:10:00+00:00,95.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003276,DQ006,15276,36,no2,µg/m³,legacy_2016,2016-02-10 11:25:00+00:00,93.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003277,DQ006,15277,36,no2,µg/m³,legacy_2016,2016-02-10 11:45:00+00:00,184.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003278,DQ006,15278,36,no2,µg/m³,legacy_2016,2016-02-10 12:05:00+00:00,196.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003279,DQ006,15279,36,no2,µg/m³,legacy_2016,2016-02-10 12:25:00+00:00,193.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003280,DQ006,15280,36,no2,µg/m³,legacy_2016,2016-02-10 12:45:00+00:00,166.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003281,DQ006,15281,36,no2,µg/m³,legacy_2016,2016-02-10 13:05:00+00:00,166.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003282,DQ006,15282,36,no2,µg/m³,legacy_2016,2016-02-10 13:25:00+00:00,157.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003283,DQ006,15283,36,no2,µg/m³,legacy_2016,2016-02-10 13:45:00+00:00,143.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003284,DQ006,15284,36,no2,µg/m³,legacy_2016,2016-02-10 14:25:00+00:00,141,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003285,DQ006,15285,36,no2,µg/m³,legacy_2016,2016-02-10 14:45:00+00:00,124.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003286,DQ006,15286,36,no2,µg/m³,legacy_2016,2016-02-10 15:25:00+00:00,112.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003287,DQ006,15287,36,no2,µg/m³,legacy_2016,2016-02-10 15:45:00+00:00,102.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003288,DQ006,15288,36,no2,µg/m³,legacy_2016,2016-02-10 16:05:00+00:00,101.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003289,DQ006,15289,36,no2,µg/m³,legacy_2016,2016-02-10 16:20:00+00:00,100.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003290,DQ006,15290,36,no2,µg/m³,legacy_2016,2016-02-10 16:45:00+00:00,89.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003291,DQ006,15291,36,no2,µg/m³,legacy_2016,2016-02-10 17:05:00+00:00,83.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003292,DQ006,15292,36,no2,µg/m³,legacy_2016,2016-02-10 17:25:00+00:00,74.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003293,DQ006,15293,36,no2,µg/m³,legacy_2016,2016-02-10 17:45:00+00:00,63.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003294,DQ006,15294,36,no2,µg/m³,legacy_2016,2016-02-10 18:05:00+00:00,67.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003295,DQ006,15295,36,no2,µg/m³,legacy_2016,2016-02-10 18:25:00+00:00,49.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003296,DQ006,15296,36,no2,µg/m³,legacy_2016,2016-02-10 18:45:00+00:00,62.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003297,DQ006,15297,36,no2,µg/m³,legacy_2016,2016-02-10 19:05:00+00:00,70.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003298,DQ006,15298,36,no2,µg/m³,legacy_2016,2016-02-10 19:25:00+00:00,59.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003299,DQ006,15299,36,no2,µg/m³,legacy_2016,2016-02-10 19:45:00+00:00,54,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003300,DQ006,15300,36,no2,µg/m³,legacy_2016,2016-02-10 20:05:00+00:00,50.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003301,DQ006,15301,36,no2,µg/m³,legacy_2016,2016-02-10 20:25:00+00:00,38.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003302,DQ006,15302,36,no2,µg/m³,legacy_2016,2016-02-10 20:45:00+00:00,52.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003303,DQ006,15303,36,no2,µg/m³,legacy_2016,2016-02-10 21:05:00+00:00,79.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003304,DQ006,15304,36,no2,µg/m³,legacy_2016,2016-02-10 21:25:00+00:00,82.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003305,DQ006,15305,36,no2,µg/m³,legacy_2016,2016-02-10 21:45:00+00:00,105.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003306,DQ006,15306,36,no2,µg/m³,legacy_2016,2016-02-10 21:50:00+00:00,101.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003307,DQ006,15307,36,no2,µg/m³,legacy_2016,2016-02-11 02:45:00+00:00,97.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003308,DQ006,15308,36,no2,µg/m³,legacy_2016,2016-02-11 03:05:00+00:00,97.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003309,DQ006,15309,36,no2,µg/m³,legacy_2016,2016-02-11 03:25:00+00:00,94.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003310,DQ006,15310,36,no2,µg/m³,legacy_2016,2016-02-11 03:45:00+00:00,92,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003311,DQ006,15311,36,no2,µg/m³,legacy_2016,2016-02-11 04:05:00+00:00,83.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003312,DQ006,15312,36,no2,µg/m³,legacy_2016,2016-02-11 05:45:00+00:00,39.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003313,DQ006,15313,36,no2,µg/m³,legacy_2016,2016-02-11 07:15:00+00:00,28.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003314,DQ006,15314,36,no2,µg/m³,legacy_2016,2016-02-11 08:45:00+00:00,28.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003315,DQ006,15315,36,no2,µg/m³,legacy_2016,2016-02-11 11:05:00+00:00,42.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003316,DQ006,15316,36,no2,µg/m³,legacy_2016,2016-02-11 11:25:00+00:00,56.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003317,DQ006,15317,36,no2,µg/m³,legacy_2016,2016-02-11 11:45:00+00:00,74.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003318,DQ006,15318,36,no2,µg/m³,legacy_2016,2016-02-11 12:05:00+00:00,95.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003319,DQ006,15319,36,no2,µg/m³,legacy_2016,2016-02-11 12:25:00+00:00,121.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003320,DQ006,15320,36,no2,µg/m³,legacy_2016,2016-02-11 12:45:00+00:00,111.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003321,DQ006,15321,36,no2,µg/m³,legacy_2016,2016-02-11 13:25:00+00:00,120.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003322,DQ006,15322,36,no2,µg/m³,legacy_2016,2016-02-11 13:45:00+00:00,120.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003323,DQ006,15323,36,no2,µg/m³,legacy_2016,2016-02-11 14:10:00+00:00,108.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003324,DQ006,15324,36,no2,µg/m³,legacy_2016,2016-02-11 14:25:00+00:00,102.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003325,DQ006,15325,36,no2,µg/m³,legacy_2016,2016-02-11 14:45:00+00:00,116.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003326,DQ006,15326,36,no2,µg/m³,legacy_2016,2016-02-11 15:05:00+00:00,100.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003327,DQ006,15327,36,no2,µg/m³,legacy_2016,2016-02-11 15:25:00+00:00,95.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003328,DQ006,15328,36,no2,µg/m³,legacy_2016,2016-02-11 15:45:00+00:00,88.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003329,DQ006,15329,36,no2,µg/m³,legacy_2016,2016-02-11 16:05:00+00:00,111.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003330,DQ006,15330,36,no2,µg/m³,legacy_2016,2016-02-11 16:20:00+00:00,102.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003331,DQ006,15331,36,no2,µg/m³,legacy_2016,2016-02-11 16:45:00+00:00,105,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003332,DQ006,15332,36,no2,µg/m³,legacy_2016,2016-02-11 17:10:00+00:00,107.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003333,DQ006,15333,36,no2,µg/m³,legacy_2016,2016-02-11 17:25:00+00:00,127.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003334,DQ006,15334,36,no2,µg/m³,legacy_2016,2016-02-11 17:45:00+00:00,121.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003335,DQ006,15335,36,no2,µg/m³,legacy_2016,2016-02-11 18:05:00+00:00,113.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003336,DQ006,15336,36,no2,µg/m³,legacy_2016,2016-02-11 18:25:00+00:00,112.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003337,DQ006,15337,36,no2,µg/m³,legacy_2016,2016-02-11 18:45:00+00:00,110.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003338,DQ006,15338,36,no2,µg/m³,legacy_2016,2016-02-11 19:05:00+00:00,109.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003339,DQ006,15339,36,no2,µg/m³,legacy_2016,2016-02-11 19:25:00+00:00,102.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003340,DQ006,15340,36,no2,µg/m³,legacy_2016,2016-02-11 19:45:00+00:00,103.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003341,DQ006,15341,36,no2,µg/m³,legacy_2016,2016-02-11 20:10:00+00:00,97.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003342,DQ006,15342,36,no2,µg/m³,legacy_2016,2016-02-11 20:25:00+00:00,94.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003343,DQ006,15343,36,no2,µg/m³,legacy_2016,2016-02-11 20:45:00+00:00,75.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003344,DQ006,15344,36,no2,µg/m³,legacy_2016,2016-02-11 21:05:00+00:00,82.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003345,DQ006,15345,36,no2,µg/m³,legacy_2016,2016-02-11 21:25:00+00:00,83.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003346,DQ006,15346,36,no2,µg/m³,legacy_2016,2016-02-11 21:45:00+00:00,78.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003347,DQ006,15347,36,no2,µg/m³,legacy_2016,2016-02-11 22:05:00+00:00,98.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003348,DQ006,15348,36,no2,µg/m³,legacy_2016,2016-02-11 22:25:00+00:00,84.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003349,DQ006,15349,36,no2,µg/m³,legacy_2016,2016-02-11 22:45:00+00:00,80.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003350,DQ006,15350,36,no2,µg/m³,legacy_2016,2016-02-11 23:25:00+00:00,90,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003351,DQ006,15351,36,no2,µg/m³,legacy_2016,2016-02-11 23:45:00+00:00,76,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003352,DQ006,15352,36,no2,µg/m³,legacy_2016,2016-02-12 00:05:00+00:00,80.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003353,DQ006,15353,36,no2,µg/m³,legacy_2016,2016-02-12 00:25:00+00:00,80.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003354,DQ006,15354,36,no2,µg/m³,legacy_2016,2016-02-12 00:45:00+00:00,71.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003355,DQ006,15355,36,no2,µg/m³,legacy_2016,2016-02-12 01:05:00+00:00,79.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003356,DQ006,15356,36,no2,µg/m³,legacy_2016,2016-02-12 01:25:00+00:00,69.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003357,DQ006,15357,36,no2,µg/m³,legacy_2016,2016-02-12 01:45:00+00:00,66,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003358,DQ006,15358,36,no2,µg/m³,legacy_2016,2016-02-12 02:05:00+00:00,64.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003359,DQ006,15359,36,no2,µg/m³,legacy_2016,2016-02-12 02:25:00+00:00,93.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003360,DQ006,15360,36,no2,µg/m³,legacy_2016,2016-02-12 02:50:00+00:00,94.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003361,DQ006,15361,36,no2,µg/m³,legacy_2016,2016-02-12 03:05:00+00:00,114.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003362,DQ006,15362,36,no2,µg/m³,legacy_2016,2016-02-12 03:30:00+00:00,126.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003363,DQ006,15363,36,no2,µg/m³,legacy_2016,2016-02-12 03:45:00+00:00,133.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003364,DQ006,15364,36,no2,µg/m³,legacy_2016,2016-02-12 04:05:00+00:00,170.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003365,DQ006,15365,36,no2,µg/m³,legacy_2016,2016-02-12 05:00:00+00:00,167.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003366,DQ006,15366,36,no2,µg/m³,legacy_2016,2016-02-12 05:25:00+00:00,169.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003367,DQ006,15367,36,no2,µg/m³,legacy_2016,2016-02-12 05:45:00+00:00,153.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003368,DQ006,15368,36,no2,µg/m³,legacy_2016,2016-02-12 06:05:00+00:00,134.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003369,DQ006,15369,36,no2,µg/m³,legacy_2016,2016-02-12 06:25:00+00:00,77.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003370,DQ006,15370,36,no2,µg/m³,legacy_2016,2016-02-12 06:45:00+00:00,77,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003371,DQ006,15371,36,no2,µg/m³,legacy_2016,2016-02-12 07:05:00+00:00,81.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003372,DQ006,15372,36,no2,µg/m³,legacy_2016,2016-02-12 07:25:00+00:00,25.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003373,DQ006,15373,36,no2,µg/m³,legacy_2016,2016-02-12 07:45:00+00:00,73.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003374,DQ006,15374,36,no2,µg/m³,legacy_2016,2016-02-12 08:05:00+00:00,64.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003375,DQ006,15375,36,no2,µg/m³,legacy_2016,2016-02-12 08:25:00+00:00,42.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003376,DQ006,15376,36,no2,µg/m³,legacy_2016,2016-02-12 08:45:00+00:00,41.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003377,DQ006,15377,36,no2,µg/m³,legacy_2016,2016-02-12 09:05:00+00:00,47.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003378,DQ006,15378,36,no2,µg/m³,legacy_2016,2016-02-12 09:25:00+00:00,41,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003379,DQ006,15379,36,no2,µg/m³,legacy_2016,2016-02-12 09:45:00+00:00,36,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003380,DQ006,15380,36,no2,µg/m³,legacy_2016,2016-02-12 10:05:00+00:00,46.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003381,DQ006,15381,36,no2,µg/m³,legacy_2016,2016-02-12 10:25:00+00:00,87.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003382,DQ006,15382,36,no2,µg/m³,legacy_2016,2016-02-12 10:45:00+00:00,143.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003383,DQ006,15383,36,no2,µg/m³,legacy_2016,2016-02-12 11:05:00+00:00,150.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003384,DQ006,15384,36,no2,µg/m³,legacy_2016,2016-02-12 11:25:00+00:00,152.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003385,DQ006,15385,36,no2,µg/m³,legacy_2016,2016-02-12 11:45:00+00:00,160.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003386,DQ006,15386,36,no2,µg/m³,legacy_2016,2016-02-12 12:05:00+00:00,154.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003387,DQ006,15387,36,no2,µg/m³,legacy_2016,2016-02-12 12:25:00+00:00,175,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003388,DQ006,15388,36,no2,µg/m³,legacy_2016,2016-02-12 12:45:00+00:00,182.4,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003389,DQ006,15389,36,no2,µg/m³,legacy_2016,2016-02-12 13:05:00+00:00,167.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003390,DQ006,15390,36,no2,µg/m³,legacy_2016,2016-02-12 13:25:00+00:00,147.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003391,DQ006,15391,36,no2,µg/m³,legacy_2016,2016-02-12 13:45:00+00:00,156,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003392,DQ006,15392,36,no2,µg/m³,legacy_2016,2016-02-12 14:05:00+00:00,164.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003393,DQ006,15393,36,no2,µg/m³,legacy_2016,2016-02-12 14:25:00+00:00,151.8,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003394,DQ006,15394,36,no2,µg/m³,legacy_2016,2016-02-12 14:45:00+00:00,147.7,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003395,DQ006,15395,36,no2,µg/m³,legacy_2016,2016-02-12 15:05:00+00:00,128.1,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003396,DQ006,15396,36,no2,µg/m³,legacy_2016,2016-02-12 15:25:00+00:00,144.9,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003397,DQ006,15397,36,no2,µg/m³,legacy_2016,2016-02-12 15:45:00+00:00,123.6,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003398,DQ006,15398,36,no2,µg/m³,legacy_2016,2016-02-12 16:10:00+00:00,136.3,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003399,DQ006,15399,36,no2,µg/m³,legacy_2016,2016-02-12 16:25:00+00:00,139.5,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
EX003400,DQ006,15400,36,no2,µg/m³,legacy_2016,2016-02-12 16:45:00+00:00,127.2,Parameter resolves to more than one unit across the dataset (ppb vs µg/m³) without a station/source field to disambiguate,high
