exception_id,rule_id,record_id,sensor_id,parameter,unit,station_group,event_date,value_num,failure_reason,severity
EXGAP001148,DQ009,,12234786,pm10,,current_2025,2025-02-26 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001149,DQ009,,12234786,pm10,,current_2025,2025-02-25 18:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001150,DQ009,,12234786,pm10,,current_2025,2025-02-25 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001151,DQ009,,12234786,pm10,,current_2025,2025-02-25 07:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001152,DQ009,,12234786,pm10,,current_2025,2025-02-25 01:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001153,DQ009,,12234786,pm10,,current_2025,2025-02-24 04:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001154,DQ009,,12234786,pm10,,current_2025,2025-02-23 18:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001155,DQ009,,12234786,pm10,,current_2025,2025-02-22 11:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001156,DQ009,,12234786,pm10,,current_2025,2025-02-22 05:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001157,DQ009,,12234786,pm10,,current_2025,2025-02-21 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001158,DQ009,,12234786,pm10,,current_2025,2025-02-21 14:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001159,DQ009,,12234786,pm10,,current_2025,2025-02-21 05:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001160,DQ009,,12234786,pm10,,current_2025,2025-02-21 00:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001161,DQ009,,12234786,pm10,,current_2025,2025-02-20 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001162,DQ009,,12234786,pm10,,current_2025,2025-03-06 02:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001163,DQ009,,12234786,pm10,,current_2025,2025-03-05 19:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001164,DQ009,,12234786,pm10,,current_2025,2025-03-03 18:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001165,DQ009,,12234786,pm10,,current_2025,2025-03-03 05:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001166,DQ009,,12234786,pm10,,current_2025,2025-03-03 02:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001167,DQ009,,12234786,pm10,,current_2025,2025-03-03 01:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001168,DQ009,,12234786,pm10,,current_2025,2025-03-02 14:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001169,DQ009,,12234786,pm10,,current_2025,2025-03-02 13:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001170,DQ009,,12234786,pm10,,current_2025,2025-03-02 00:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001171,DQ009,,12234786,pm10,,current_2025,2025-03-01 21:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001172,DQ009,,12234786,pm10,,current_2025,2025-03-01 01:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001173,DQ009,,12234786,pm10,,current_2025,2025-02-28 22:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001174,DQ009,,12234786,pm10,,current_2025,2025-02-28 06:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001175,DQ009,,12234786,pm10,,current_2025,2025-02-27 16:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001176,DQ009,,12234786,pm10,,current_2025,2025-02-27 13:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001177,DQ009,,12234786,pm10,,current_2025,2025-02-27 10:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001178,DQ009,,12234786,pm10,,current_2025,2025-02-27 00:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001179,DQ009,,12234786,pm10,,current_2025,2025-02-26 11:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001180,DQ009,,12234786,pm10,,current_2025,2025-02-25 23:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001181,DQ009,,12234786,pm10,,current_2025,2025-02-25 15:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001182,DQ009,,12234786,pm10,,current_2025,2025-02-25 05:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001183,DQ009,,12234786,pm10,,current_2025,2025-02-25 00:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001184,DQ009,,12234786,pm10,,current_2025,2025-02-24 23:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001185,DQ009,,12234786,pm10,,current_2025,2025-02-24 20:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001186,DQ009,,12234786,pm10,,current_2025,2025-02-23 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001187,DQ009,,12234786,pm10,,current_2025,2025-02-23 07:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001188,DQ009,,12234786,pm10,,current_2025,2025-02-22 05:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001189,DQ009,,12234786,pm10,,current_2025,2025-02-22 03:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001190,DQ009,,12234786,pm10,,current_2025,2025-02-22 01:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001191,DQ009,,12234786,pm10,,current_2025,2025-02-21 05:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001192,DQ009,,12234786,pm10,,current_2025,2025-02-20 08:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001193,DQ009,,12234786,pm10,,current_2025,2025-02-20 02:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001194,DQ009,,12234786,pm10,,current_2025,2025-02-19 15:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001195,DQ009,,12234786,pm10,,current_2025,2025-03-06 14:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001196,DQ009,,12234786,pm10,,current_2025,2025-03-05 18:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001197,DQ009,,12234786,pm10,,current_2025,2025-03-05 13:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001198,DQ009,,12234786,pm10,,current_2025,2025-03-04 18:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001199,DQ009,,12234786,pm10,,current_2025,2025-03-03 03:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001200,DQ009,,12234786,pm10,,current_2025,2025-03-03 03:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001201,DQ009,,12234786,pm10,,current_2025,2025-03-03 00:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001202,DQ009,,12234786,pm10,,current_2025,2025-03-02 21:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001203,DQ009,,12234786,pm10,,current_2025,2025-03-02 17:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001204,DQ009,,12234786,pm10,,current_2025,2025-03-02 12:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001205,DQ009,,12234786,pm10,,current_2025,2025-03-02 09:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001206,DQ009,,12234786,pm10,,current_2025,2025-03-02 09:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001207,DQ009,,12234786,pm10,,current_2025,2025-03-02 07:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001208,DQ009,,12234786,pm10,,current_2025,2025-03-02 04:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001209,DQ009,,12234786,pm10,,current_2025,2025-03-02 03:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001210,DQ009,,12234786,pm10,,current_2025,2025-03-02 00:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001211,DQ009,,12234786,pm10,,current_2025,2025-03-01 23:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001212,DQ009,,12234786,pm10,,current_2025,2025-03-01 22:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001213,DQ009,,12234786,pm10,,current_2025,2025-03-01 20:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001214,DQ009,,12234786,pm10,,current_2025,2025-02-28 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001215,DQ009,,12234786,pm10,,current_2025,2025-02-27 18:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001216,DQ009,,12234786,pm10,,current_2025,2025-02-27 08:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001217,DQ009,,12234786,pm10,,current_2025,2025-02-27 02:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001218,DQ009,,12234786,pm10,,current_2025,2025-02-27 01:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001219,DQ009,,12234786,pm10,,current_2025,2025-02-26 09:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001220,DQ009,,12234786,pm10,,current_2025,2025-02-25 04:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001221,DQ009,,12234786,pm10,,current_2025,2025-02-24 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001222,DQ009,,12234786,pm10,,current_2025,2025-02-24 13:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001223,DQ009,,12234786,pm10,,current_2025,2025-02-24 07:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001224,DQ009,,12234786,pm10,,current_2025,2025-02-23 22:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001225,DQ009,,12234786,pm10,,current_2025,2025-02-23 00:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001226,DQ009,,12234786,pm10,,current_2025,2025-02-22 16:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001227,DQ009,,12234786,pm10,,current_2025,2025-02-22 04:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001228,DQ009,,12234786,pm10,,current_2025,2025-02-22 02:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001229,DQ009,,12234786,pm10,,current_2025,2025-02-22 00:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001230,DQ009,,12234786,pm10,,current_2025,2025-02-21 17:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001231,DQ009,,12234786,pm10,,current_2025,2025-02-21 16:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001232,DQ009,,12234786,pm10,,current_2025,2025-02-21 05:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001233,DQ009,,12234786,pm10,,current_2025,2025-02-20 16:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001234,DQ009,,12234786,pm10,,current_2025,2025-02-20 13:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001235,DQ009,,12234786,pm10,,current_2025,2025-02-20 05:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001236,DQ009,,12234786,pm10,,current_2025,2025-02-20 03:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001237,DQ009,,12234786,pm10,,current_2025,2025-02-19 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001238,DQ009,,12234786,pm10,,current_2025,2025-02-19 16:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001239,DQ009,,12234786,pm10,,current_2025,2025-02-19 02:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001240,DQ009,,12234786,pm10,,current_2025,2025-02-18 22:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001241,DQ009,,12234786,pm10,,current_2025,2025-03-06 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001242,DQ009,,12234786,pm10,,current_2025,2025-03-05 21:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001243,DQ009,,12234786,pm10,,current_2025,2025-03-04 04:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001244,DQ009,,12234786,pm10,,current_2025,2025-03-03 18:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001245,DQ009,,12234786,pm10,,current_2025,2025-03-03 04:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001246,DQ009,,12234786,pm10,,current_2025,2025-03-03 01:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001247,DQ009,,12234786,pm10,,current_2025,2025-03-02 21:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001248,DQ009,,12234786,pm10,,current_2025,2025-03-02 19:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001249,DQ009,,12234786,pm10,,current_2025,2025-03-02 18:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001250,DQ009,,12234786,pm10,,current_2025,2025-03-02 15:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001251,DQ009,,12234786,pm10,,current_2025,2025-03-02 03:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001252,DQ009,,12234786,pm10,,current_2025,2025-03-01 23:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001253,DQ009,,12234786,pm10,,current_2025,2025-03-01 21:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001254,DQ009,,12234786,pm10,,current_2025,2025-03-01 19:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001255,DQ009,,12234786,pm10,,current_2025,2025-03-01 13:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001256,DQ009,,12234786,pm10,,current_2025,2025-03-01 10:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001257,DQ009,,12234786,pm10,,current_2025,2025-03-01 02:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001258,DQ009,,12234786,pm10,,current_2025,2025-02-27 11:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001259,DQ009,,12234786,pm10,,current_2025,2025-02-25 22:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001260,DQ009,,12234786,pm10,,current_2025,2025-02-25 16:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001261,DQ009,,12234786,pm10,,current_2025,2025-02-24 18:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001262,DQ009,,12234786,pm10,,current_2025,2025-02-23 05:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001263,DQ009,,12234786,pm10,,current_2025,2025-02-22 23:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001264,DQ009,,12234786,pm10,,current_2025,2025-02-22 18:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001265,DQ009,,12234786,pm10,,current_2025,2025-02-22 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001266,DQ009,,12234786,pm10,,current_2025,2025-02-22 06:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001267,DQ009,,12234786,pm10,,current_2025,2025-02-22 06:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001268,DQ009,,12234786,pm10,,current_2025,2025-02-22 00:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001269,DQ009,,12234786,pm10,,current_2025,2025-02-21 13:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001270,DQ009,,12234786,pm10,,current_2025,2025-02-20 18:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001271,DQ009,,12234786,pm10,,current_2025,2025-03-06 18:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001272,DQ009,,12234786,pm10,,current_2025,2025-03-04 23:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001273,DQ009,,12234786,pm10,,current_2025,2025-03-04 11:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001274,DQ009,,12234786,pm10,,current_2025,2025-03-03 10:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001275,DQ009,,12234786,pm10,,current_2025,2025-03-03 06:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001276,DQ009,,12234786,pm10,,current_2025,2025-03-03 05:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001277,DQ009,,12234786,pm10,,current_2025,2025-03-03 01:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001278,DQ009,,12234786,pm10,,current_2025,2025-03-03 00:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001279,DQ009,,12234786,pm10,,current_2025,2025-03-02 22:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001280,DQ009,,12234786,pm10,,current_2025,2025-03-02 11:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001281,DQ009,,12234786,pm10,,current_2025,2025-03-02 06:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001282,DQ009,,12234786,pm10,,current_2025,2025-03-01 20:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001283,DQ009,,12234786,pm10,,current_2025,2025-03-01 18:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001284,DQ009,,12234786,pm10,,current_2025,2025-03-01 17:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001285,DQ009,,12234786,pm10,,current_2025,2025-02-28 23:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001286,DQ009,,12234786,pm10,,current_2025,2025-02-28 13:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001287,DQ009,,12234786,pm10,,current_2025,2025-02-28 00:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001288,DQ009,,12234786,pm10,,current_2025,2025-02-27 18:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001289,DQ009,,12234786,pm10,,current_2025,2025-02-27 16:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001290,DQ009,,12234786,pm10,,current_2025,2025-02-26 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001291,DQ009,,12234786,pm10,,current_2025,2025-02-26 08:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001292,DQ009,,12234786,pm10,,current_2025,2025-02-25 10:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001293,DQ009,,12234786,pm10,,current_2025,2025-02-24 16:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001294,DQ009,,12234786,pm10,,current_2025,2025-02-23 18:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001295,DQ009,,12234786,pm10,,current_2025,2025-02-22 08:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001296,DQ009,,12234786,pm10,,current_2025,2025-02-22 03:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001297,DQ009,,12234786,pm10,,current_2025,2025-02-22 00:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001298,DQ009,,12234786,pm10,,current_2025,2025-02-22 00:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001299,DQ009,,12234786,pm10,,current_2025,2025-02-21 15:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001300,DQ009,,12234786,pm10,,current_2025,2025-02-21 06:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001301,DQ009,,12234786,pm10,,current_2025,2025-02-20 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001302,DQ009,,12234786,pm10,,current_2025,2025-02-19 14:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001303,DQ009,,12234786,pm10,,current_2025,2025-02-18 23:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001304,DQ009,,12234786,pm10,,current_2025,2025-03-02 20:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001305,DQ009,,12234786,pm10,,current_2025,2025-03-02 19:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001306,DQ009,,12234786,pm10,,current_2025,2025-03-02 15:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001307,DQ009,,12234786,pm10,,current_2025,2025-03-02 14:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001308,DQ009,,12234786,pm10,,current_2025,2025-03-02 12:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001309,DQ009,,12234786,pm10,,current_2025,2025-03-02 11:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001310,DQ009,,12234786,pm10,,current_2025,2025-03-02 07:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001311,DQ009,,12234786,pm10,,current_2025,2025-03-02 04:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001312,DQ009,,12234786,pm10,,current_2025,2025-03-02 04:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001313,DQ009,,12234786,pm10,,current_2025,2025-03-02 01:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001314,DQ009,,12234786,pm10,,current_2025,2025-02-26 01:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001315,DQ009,,12234786,pm10,,current_2025,2025-02-25 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001316,DQ009,,12234786,pm10,,current_2025,2025-02-24 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001317,DQ009,,12234786,pm10,,current_2025,2025-02-23 14:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001318,DQ009,,12234786,pm10,,current_2025,2025-02-23 08:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001319,DQ009,,12234786,pm10,,current_2025,2025-02-21 22:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001320,DQ009,,12234786,pm10,,current_2025,2025-02-21 22:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001321,DQ009,,12234786,pm10,,current_2025,2025-02-21 19:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001322,DQ009,,12234786,pm10,,current_2025,2025-02-21 18:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001323,DQ009,,12234786,pm10,,current_2025,2025-02-21 12:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001324,DQ009,,12234786,pm10,,current_2025,2025-02-21 11:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001325,DQ009,,12234786,pm10,,current_2025,2025-02-21 07:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001326,DQ009,,12234786,pm10,,current_2025,2025-02-21 04:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001327,DQ009,,12234786,pm10,,current_2025,2025-02-20 15:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001328,DQ009,,12234786,pm10,,current_2025,2025-02-19 21:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001329,DQ009,,12234786,pm10,,current_2025,2025-02-19 09:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001330,DQ009,,12234786,pm10,,current_2025,2025-02-19 07:00:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001331,DQ009,,12234786,pm10,,current_2025,2025-03-05 14:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001332,DQ009,,12234786,pm10,,current_2025,2025-03-03 18:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001333,DQ009,,12234786,pm10,,current_2025,2025-03-03 09:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001334,DQ009,,12234786,pm10,,current_2025,2025-03-03 06:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001335,DQ009,,12234786,pm10,,current_2025,2025-03-03 05:45:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001336,DQ009,,12234786,pm10,,current_2025,2025-03-03 04:30:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001337,DQ009,,12234786,pm10,,current_2025,2025-03-03 02:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
EXGAP001338,DQ009,,12234786,pm10,,current_2025,2025-03-02 23:15:00+00:00,,Expected 15-minute reading slot has no corresponding record for this sensor,high
